Conditionnement;Trafic;Sens;Port;Opérateur;Unité;Sous_Catégorie;Mois;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;juillet;;;;;;;;;;;;;39955;;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;août;;;;;;;;;;;;;34670;;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;septembre;;;;;;;;;;;;;74410;;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;octobre;;;;;;;;;;;;;33844;;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;novembre;;;;;;;;;;;;;31357;;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;décembre;;;;;;;;;;;;;111610;;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;janvier;;;;;;;;;;;;;;69378;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;février;;;;;;;;;;;;;;101698;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;mai;;;;;;;;;;;;;;128416;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;juin;;;;;;;;;;;;;;62952;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;août;;;;;;;;;;;;;;65597;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;septembre;;;;;;;;;;;;;;48006;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;octobre;;;;;;;;;;;;;;32942;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;novembre;;;;;;;;;;;;;;32893;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;décembre;;;;;;;;;;;;;;62126;;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;janvier;;;;;;;;;;;;;;;67982;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;février;;;;;;;;;;;;;;;65673;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;juin;;;;;;;;;;;;;;;30095;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;septembre;;;;;;;;;;;;;;;33434;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;décembre;;;;;;;;;;;;;;;76986;;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;février;;;;;;;;;;;;;;;;38649;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;mars;;;;;;;;;;;;;;;;36036;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;avril;;;;;;;;;;;;;;;;12000;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;juin;;;;;;;;;;;;;;;;76629;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;juillet;;;;;;;;;;;;;;;;104653;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;septembre;;;;;;;;;;;;;;;;38502;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;octobre;;;;;;;;;;;;;;;;72881;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;décembre;;;;;;;;;;;;;;;;15000;
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;janvier;;;;;;;;;;;;;;;;;39818
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;février;;;;;;;;;;;;;;;;;51500
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;mars;;;;;;;;;;;;;;;;;46622
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;avril;;;;;;;;;;;;;;;;;12000
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;juin;;;;;;;;;;;;;;;;;72935
Vrac Liquides;Gasoil;Import;Jorf Lasfar;Afriquia;Tonne;Hydrocarbures;juillet;;;;;;;;;;;;;;;;;15000
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;janvier;;;7302;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;4655;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;avril;;;5100;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;2459;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;8644;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juillet;;;1868;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;5836;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;2631;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;octobre;;;2604;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;2604;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;janvier;;;;3825;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;;4363;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mars;;;;6217;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;avril;;;;1876;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;1607;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;2175;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juillet;;;;6190;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;;2981;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;;6366;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;;2333;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;;;6771;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mars;;;;;1710;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;avril;;;;;6642;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;8005;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juillet;;;;;9742;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;;;1479;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;;;1786;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;octobre;;;;;3340;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;7244;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;janvier;;;;;;9967;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mars;;;;;;2694;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;avril;;;;;;5267;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;;8356;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;;4390;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juillet;;;;;;2385;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;;;;9300;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;;;;5420;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;octobre;;;;;;2485;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;;;;5808;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;;4189;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;janvier;;;;;;;2061;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;;;;;9207;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mars;;;;;;;2973;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;avril;;;;;;;2178;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;;;1910;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;;;1154;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juillet;;;;;;;5550;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;;;;;2911;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;;;;;1325;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;octobre;;;;;;;7759;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;;;;;1831;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;;;7912;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;janvier;;;;;;;;5501;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;;;;;;6771;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mars;;;;;;;;4021;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;;;;1374;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;;;;2316;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juillet;;;;;;;;2740;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;;;;;;6321;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;octobre;;;;;;;;5719;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;;;;;;1904;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;;;;1785;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;janvier;;;;;;;;;3155;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;;;;;;;1368;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;avril;;;;;;;;;1905;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;;;;;4098;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;;;;;1002;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;;;;;;;2363;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;;;;;;;1313;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;octobre;;;;;;;;;6793;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;;;;;;;5826;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;;;;;1109;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;;;;;;;;6584;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;octobre;;;;;;;;;;7229;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;;;;;;3423;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;;;;;;;14412;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juillet;;;;;;;;;;;3674;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;octobre;;;;;;;;;;;2835;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;;;;;;;;;4133;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;;;;;;;7730;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;;;;;;;;3138;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;;;;;;;;;;5707;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;;;;;;;;;;;;5741;;;
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;;;;;;;;;;;;;;;4296
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;mars;;;;;;;;;;;;;;;;;3222
Vrac Liquides;Gasoil;Cabotage-Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;;;;;;;;;;;;;6486
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;9838;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;1670;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;;1596;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;8546;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;4857;;;;;;;;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;;;5350;;;;;;;;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;avril;;;;;;;;2446;;;;;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;;;;;;;14914;;;;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;avril;;;;;;;;;;;3646;;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;;;;;;;;;;8681;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;;;;;;;;5283;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;;;;;;;;;;4221;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;octobre;;;;;;;;;;;;9759;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;;;;;;;;4672;;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;janvier;;;;;;;;;;;;;5267;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;mars;;;;;;;;;;;;;3344;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;;;;;;;;;8195;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;;;;;;;;;5235;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;;;;;;;;;;;3822;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;;;;;;;;;;;9030;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;;;;;;;;;4486;;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;;;;;;;;;;;;3610;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;;;;;;;;;;3977;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;juillet;;;;;;;;;;;;;;3810;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;;;;;;;;;;;;3388;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;;;;;;;;;;9030;;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;;;;;;;;;;;;;8027;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;avril;;;;;;;;;;;;;;;2952;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;;;;;;;;;;;8557;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;juillet;;;;;;;;;;;;;;;5289;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;août;;;;;;;;;;;;;;;4246;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;;;;;;;;;;;;;9953;;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;janvier;;;;;;;;;;;;;;;;9208;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;mars;;;;;;;;;;;;;;;;3561;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;avril;;;;;;;;;;;;;;;;3988;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;;;;;;;;;;;;5964;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;juillet;;;;;;;;;;;;;;;;3506;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;septembre;;;;;;;;;;;;;;;;8432;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;novembre;;;;;;;;;;;;;;;;7819;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;décembre;;;;;;;;;;;;;;;;3970;
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;février;;;;;;;;;;;;;;;;;3532
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;mars;;;;;;;;;;;;;;;;;3012
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;mai;;;;;;;;;;;;;;;;;3273
Vrac Liquides;Gasoil;Import;Tan Tan;ANP;Tonne;Hydrocarbures;juin;;;;;;;;;;;;;;;;;2498
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;janvier;;;18031;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;février;;;20950;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;mars;;;22482;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;avril;;;20944;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;mai;;;13970;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;juin;;;16279;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;juillet;;;22199;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;août;;;35447;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;septembre;;;16559;;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;janvier;;;;28274;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;février;;;;11589;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;mars;;;;20807;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;avril;;;;17256;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;mai;;;;20512;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;juin;;;;8440;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;juillet;;;;18917;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;août;;;;39949;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;septembre;;;;14866;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;octobre;;;;11970;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;novembre;;;;4755;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;décembre;;;;5000;;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;janvier;;;;;19819;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;février;;;;;15008;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;mars;;;;;22509;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;avril;;;;;36960;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;mai;;;;;22796;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;juin;;;;;40439;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;juillet;;;;;21109;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;août;;;;;19622;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;octobre;;;;;18554;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;décembre;;;;;12776;;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;février;;;;;;26512;;;;;;;;;;;
Vrac Liquides;Gasoil;Cabotage-Import;Agadir;Marsa Maroc;Tonne;Hydrocarbures;mars;;;;;;24360;;;;;;;;;;;
