Conditionnement;Trafic;Sens;Port;Opérateur;Unité;Sous_Catégorie;Mois;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;5827;;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;7147;;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;8004;;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;3301;;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;5332;;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;5053;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;8225;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;3601;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;8370;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;4700;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;3603;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;5001;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;7527;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;4936;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;2300;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;14463;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;4510;;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;11127;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;6503;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;9867;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;3904;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;8308;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;3551;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;2006;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;2501;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;8602;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;3184;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;7725;;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;8221;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;1175;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;14535;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;4113;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;9576;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;2001;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;11228;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;10021;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;9675;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;2001;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;13180;;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;8145;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;10650;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;23;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;6160;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;5887;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;3005;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;3208;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;4208;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;16355;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;4210;;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;2905;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;13929;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;3907;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;8321;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;12876;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;2005;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;9192;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;9667;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;2004;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;4030;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;3605;;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;3999;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;13785;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;6412;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;5915;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;8665;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;7599;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;5822;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;2003;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;10504;;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;7770;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;6366;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;8524;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;4609;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;7673;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;8895;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;7145;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;7059;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;;9975;;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;14032;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;7818;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;11574;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;6306;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;;10606;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;5380;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;;2003;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;;11728;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;;;3609;;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;3560;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;;;7750;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;;;3008;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;;;;3008;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;;;3007;;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;;;6014;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;;;;4632;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;;;9464;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;;196;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;;;1504;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;;;;9762;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;;;;1700;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;;;;;10691;;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;;;;;4897;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;;;2771;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;;;9625;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;;;;8525;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;;;;;7216;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;;;;;3020;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;;;;;5631;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;;;;;;2882;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;;;;;1272;;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;;;;;5563;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;;;;;;3007;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;;;;15476;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;;;;;2808;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;;;;1674;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;;;;;;5898;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;;;;;;1203;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;;;;;;6465;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;;;;;;9100;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;;;;;;4500;;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;;;;;;;5663;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;;;;;2363;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;;;;;;;5011;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;;;;;;;1504;
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;;;;;;1288
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;;;;;;;3213
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;;;;;;2028
Divers Conventionnel;Barytine Big Bag;Export;Safi;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;;;;;;;4780
Divers Conventionnel;Bentonite  big bags;Export;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;;;;;300;
Divers Conventionnel;Bentonite  big bags;Export;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;;;;;;;1000;
Divers Conventionnel;Bentonite  big bags;Export;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;;;;;;;;800;
Divers Conventionnel;Bentonite  big bags;Export;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;;;;;;;1000
Divers Conventionnel;Bentonite  big bags;Export;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;;;;;;1000
Divers Conventionnel;Bentonite  big bags;Export;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;;;;;;;1000
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;janvier;;;13957;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;février;;;30743;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;mars;;;14691;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;avril;;;53526;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;mai;;;32965;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;juin;;;19543;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;juillet;;;38028;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;août;;;27105;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;septembre;;;26164;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;octobre;;;19968;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;novembre;;;41239;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;décembre;;;7040;;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;janvier;;;;31008;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;février;;;;36607;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;mars;;;;4551;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;avril;;;;29991;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;mai;;;;25520;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;juin;;;;63384;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;juillet;;;;64348;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;août;;;;30875;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;septembre;;;;13150;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;octobre;;;;17722;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;novembre;;;;26887;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;décembre;;;;14805;;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;janvier;;;;;31502;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;février;;;;;89691;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;mars;;;;;36506;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;avril;;;;;55373;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;mai;;;;;29428;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;juin;;;;;39249;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;juillet;;;;;17134;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;août;;;;;43443;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;octobre;;;;;38915;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;novembre;;;;;46656;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;décembre;;;;;30322;;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;janvier;;;;;;19952;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;février;;;;;;47274;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;mars;;;;;;75485;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;avril;;;;;;19335;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;mai;;;;;;49783;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;juin;;;;;;70562;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;juillet;;;;;;24551;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;août;;;;;;25878;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;septembre;;;;;;6322;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;octobre;;;;;;30259;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;novembre;;;;;;4000;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;décembre;;;;;;13286;;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;janvier;;;;;;;8965;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;février;;;;;;;23558;;;;;;;;;;
Divers Conventionnel;Billettes;Import;Casablanca;Marsa Maroc;Tonne;Produits sidérurgiques;mars;;;;;;;16194;;;;;;;;;;
